"zone","continent","country","state","postcode","class","weight","price","quantity","volume","cost","comment","active"
,,,"CL:1533",,,"2001-3500",,,,"73",,1
,,,"CL:1533",,,"3501-5000",,,,"64",,1
,,,"CL:1533",,,"5001-10000",,,,"58",,1
,,,"CL:1533",,,"10001-18000",,,,"54",,1
"QUIMCAHUE (RM Región Metropolitana de Santiago)",,,"CL:1534",,,"0-3",,,,"3019",,1
,,,"CL:1534",,,"3.1-6",,,,"696",,1
,,,"CL:1534",,,"6.1-10",,,,"571",,1
,,,"CL:1534",,,"10.1-20",,,,"478",,1
,,,"CL:1534",,,"21-50",,,,"322",,1
,,,"CL:1534",,,"51-100",,,,"250",,1
,,,"CL:1534",,,"101-200",,,,"194",,1
,,,"CL:1534",,,"201-400",,,,"159",,1
,,,"CL:1534",,,"401-600",,,,"141",,1
,,,"CL:1534",,,"601-1000",,,,"120",,1
,,,"CL:1534",,,"1001-2000",,,,"95",,1
,,,"CL:1534",,,"2001-3500",,,,"73",,1
,,,"CL:1534",,,"3501-5000",,,,"64",,1
,,,"CL:1534",,,"5001-10000",,,,"58",,1
,,,"CL:1534",,,"10001-18000",,,,"54",,1
"RANGUE (RM Región Metropolitana de Santiago)",,,"CL:1535",,,"0-3",,,,"3019",,1
,,,"CL:1535",,,"3.1-6",,,,"696",,1
,,,"CL:1535",,,"6.1-10",,,,"571",,1
,,,"CL:1535",,,"10.1-20",,,,"478",,1
,,,"CL:1535",,,"21-50",,,,"322",,1
,,,"CL:1535",,,"51-100",,,,"250",,1
,,,"CL:1535",,,"101-200",,,,"194",,1
,,,"CL:1535",,,"201-400",,,,"159",,1
,,,"CL:1535",,,"401-600",,,,"141",,1
,,,"CL:1535",,,"601-1000",,,,"120",,1
,,,"CL:1535",,,"1001-2000",,,,"95",,1
,,,"CL:1535",,,"2001-3500",,,,"73",,1
,,,"CL:1535",,,"3501-5000",,,,"64",,1
,,,"CL:1535",,,"5001-10000",,,,"58",,1
,,,"CL:1535",,,"10001-18000",,,,"54",,1
"RESGUARDO LOS PATOS (RM Región Metropolitana de Santiago)",,,"CL:1536",,,"0-3",,,,"3019",,1
,,,"CL:1536",,,"3.1-6",,,,"696",,1
,,,"CL:1536",,,"6.1-10",,,,"571",,1
,,,"CL:1536",,,"10.1-20",,,,"478",,1
,,,"CL:1536",,,"21-50",,,,"322",,1
,,,"CL:1536",,,"51-100",,,,"250",,1
,,,"CL:1536",,,"101-200",,,,"194",,1
,,,"CL:1536",,,"201-400",,,,"159",,1
,,,"CL:1536",,,"401-600",,,,"141",,1
,,,"CL:1536",,,"601-1000",,,,"120",,1
,,,"CL:1536",,,"1001-2000",,,,"95",,1
,,,"CL:1536",,,"2001-3500",,,,"73",,1
,,,"CL:1536",,,"3501-5000",,,,"64",,1
,,,"CL:1536",,,"5001-10000",,,,"58",,1
,,,"CL:1536",,,"10001-18000",,,,"54",,1
"RINCONADA (RM Región Metropolitana de Santiago)",,,"CL:1537",,,"0-3",,,,"3019",,1
,,,"CL:1537",,,"3.1-6",,,,"696",,1
,,,"CL:1537",,,"6.1-10",,,,"571",,1
,,,"CL:1537",,,"10.1-20",,,,"478",,1
,,,"CL:1537",,,"21-50",,,,"322",,1
,,,"CL:1537",,,"51-100",,,,"250",,1
,,,"CL:1537",,,"101-200",,,,"194",,1
,,,"CL:1537",,,"201-400",,,,"159",,1
,,,"CL:1537",,,"401-600",,,,"141",,1
,,,"CL:1537",,,"601-1000",,,,"120",,1
,,,"CL:1537",,,"1001-2000",,,,"95",,1
,,,"CL:1537",,,"2001-3500",,,,"73",,1
,,,"CL:1537",,,"3501-5000",,,,"64",,1
,,,"CL:1537",,,"5001-10000",,,,"58",,1
,,,"CL:1537",,,"10001-18000",,,,"54",,1
"RINCONADA DE GUZMAN (RM Región Metropolitana de Santiago)",,,"CL:1538",,,"0-3",,,,"3019",,1
,,,"CL:1538",,,"3.1-6",,,,"696",,1
,,,"CL:1538",,,"6.1-10",,,,"571",,1
,,,"CL:1538",,,"10.1-20",,,,"478",,1
,,,"CL:1538",,,"21-50",,,,"322",,1
,,,"CL:1538",,,"51-100",,,,"250",,1
,,,"CL:1538",,,"101-200",,,,"194",,1
,,,"CL:1538",,,"201-400",,,,"159",,1
,,,"CL:1538",,,"401-600",,,,"141",,1
,,,"CL:1538",,,"601-1000",,,,"120",,1
,,,"CL:1538",,,"1001-2000",,,,"95",,1
,,,"CL:1538",,,"2001-3500",,,,"73",,1
,,,"CL:1538",,,"3501-5000",,,,"64",,1
,,,"CL:1538",,,"5001-10000",,,,"58",,1
,,,"CL:1538",,,"10001-18000",,,,"54",,1
"RINCONADA DE SILVA (RM Región Metropolitana de Santiago)",,,"CL:1539",,,"0-3",,,,"3019",,1
,,,"CL:1539",,,"3.1-6",,,,"696",,1
,,,"CL:1539",,,"6.1-10",,,,"571",,1
,,,"CL:1539",,,"10.1-20",,,,"478",,1
,,,"CL:1539",,,"21-50",,,,"322",,1
,,,"CL:1539",,,"51-100",,,,"250",,1
,,,"CL:1539",,,"101-200",,,,"194",,1
,,,"CL:1539",,,"201-400",,,,"159",,1
,,,"CL:1539",,,"401-600",,,,"141",,1
,,,"CL:1539",,,"601-1000",,,,"120",,1
,,,"CL:1539",,,"1001-2000",,,,"95",,1
,,,"CL:1539",,,"2001-3500",,,,"73",,1
,,,"CL:1539",,,"3501-5000",,,,"64",,1
,,,"CL:1539",,,"5001-10000",,,,"58",,1
,,,"CL:1539",,,"10001-18000",,,,"54",,1
"RIO BLANCO (RM Región Metropolitana de Santiago)",,,"CL:1540",,,"0-3",,,,"3019",,1
,,,"CL:1540",,,"3.1-6",,,,"696",,1
,,,"CL:1540",,,"6.1-10",,,,"571",,1
,,,"CL:1540",,,"10.1-20",,,,"478",,1
,,,"CL:1540",,,"21-50",,,,"322",,1
,,,"CL:1540",,,"51-100",,,,"250",,1
,,,"CL:1540",,,"101-200",,,,"194",,1
,,,"CL:1540",,,"201-400",,,,"159",,1
,,,"CL:1540",,,"401-600",,,,"141",,1
,,,"CL:1540",,,"601-1000",,,,"120",,1
,,,"CL:1540",,,"1001-2000",,,,"95",,1
,,,"CL:1540",,,"2001-3500",,,,"73",,1
,,,"CL:1540",,,"3501-5000",,,,"64",,1
,,,"CL:1540",,,"5001-10000",,,,"58",,1
,,,"CL:1540",,,"10001-18000",,,,"54",,1
"SALTO DEL SOLDADO (RM Región Metropolitana de Santiago)",,,"CL:1541",,,"0-3",,,,"3019",,1
,,,"CL:1541",,,"3.1-6",,,,"696",,1
,,,"CL:1541",,,"6.1-10",,,,"571",,1
,,,"CL:1541",,,"10.1-20",,,,"478",,1
,,,"CL:1541",,,"21-50",,,,"322",,1
,,,"CL:1541",,,"51-100",,,,"250",,1
,,,"CL:1541",,,"101-200",,,,"194",,1
,,,"CL:1541",,,"201-400",,,,"159",,1
,,,"CL:1541",,,"401-600",,,,"141",,1
,,,"CL:1541",,,"601-1000",,,,"120",,1
,,,"CL:1541",,,"1001-2000",,,,"95",,1
,,,"CL:1541",,,"2001-3500",,,,"73",,1
,,,"CL:1541",,,"3501-5000",,,,"64",,1
,,,"CL:1541",,,"5001-10000",,,,"58",,1
,,,"CL:1541",,,"10001-18000",,,,"54",,1
"SAN BERNARDO (RM Región Metropolitana de Santiago)",,,"CL:1542",,,"0-3",,,,"3019",,1
,,,"CL:1542",,,"3.1-6",,,,"696",,1
,,,"CL:1542",,,"6.1-10",,,,"571",,1
,,,"CL:1542",,,"10.1-20",,,,"478",,1
,,,"CL:1542",,,"21-50",,,,"322",,1
,,,"CL:1542",,,"51-100",,,,"250",,1
,,,"CL:1542",,,"101-200",,,,"194",,1
,,,"CL:1542",,,"201-400",,,,"159",,1
,,,"CL:1542",,,"401-600",,,,"141",,1
,,,"CL:1542",,,"601-1000",,,,"120",,1
,,,"CL:1542",,,"1001-2000",,,,"95",,1
,,,"CL:1542",,,"2001-3500",,,,"73",,1
,,,"CL:1542",,,"3501-5000",,,,"64",,1
,,,"CL:1542",,,"5001-10000",,,,"58",,1
,,,"CL:1542",,,"10001-18000",,,,"54",,1
"SAN ESTEBAN (RM Región Metropolitana de Santiago)",,,"CL:1543",,,"0-3",,,,"3019",,1
,,,"CL:1543",,,"3.1-6",,,,"696",,1
,,,"CL:1543",,,"6.1-10",,,,"571",,1
,,,"CL:1543",,,"10.1-20",,,,"478",,1
,,,"CL:1543",,,"21-50",,,,"322",,1
,,,"CL:1543",,,"51-100",,,,"250",,1
,,,"CL:1543",,,"101-200",,,,"194",,1
,,,"CL:1543",,,"201-400",,,,"159",,1
,,,"CL:1543",,,"401-600",,,,"141",,1
,,,"CL:1543",,,"601-1000",,,,"120",,1
,,,"CL:1543",,,"1001-2000",,,,"95",,1
,,,"CL:1543",,,"2001-3500",,,,"73",,1
,,,"CL:1543",,,"3501-5000",,,,"64",,1
,,,"CL:1543",,,"5001-10000",,,,"58",,1
,,,"CL:1543",,,"10001-18000",,,,"54",,1
"SAN FELIPE (RM Región Metropolitana de Santiago)",,,"CL:1544",,,"0-3",,,,"3019",,1
,,,"CL:1544",,,"3.1-6",,,,"696",,1
,,,"CL:1544",,,"6.1-10",,,,"571",,1
,,,"CL:1544",,,"10.1-20",,,,"478",,1
,,,"CL:1544",,,"21-50",,,,"322",,1
,,,"CL:1544",,,"51-100",,,,"250",,1
,,,"CL:1544",,,"101-200",,,,"194",,1
,,,"CL:1544",,,"201-400",,,,"159",,1
,,,"CL:1544",,,"401-600",,,,"141",,1
,,,"CL:1544",,,"601-1000",,,,"120",,1
,,,"CL:1544",,,"1001-2000",,,,"95",,1
,,,"CL:1544",,,"2001-3500",,,,"73",,1
,,,"CL:1544",,,"3501-5000",,,,"64",,1
,,,"CL:1544",,,"5001-10000",,,,"58",,1
,,,"CL:1544",,,"10001-18000",,,,"54",,1
"SAN MANUEL (RM Región Metropolitana de Santiago)",,,"CL:1545",,,"0-3",,,,"3019",,1
,,,"CL:1545",,,"3.1-6",,,,"696",,1
,,,"CL:1545",,,"6.1-10",,,,"571",,1
,,,"CL:1545",,,"10.1-20",,,,"478",,1
,,,"CL:1545",,,"21-50",,,,"322",,1
,,,"CL:1545",,,"51-100",,,,"250",,1
,,,"CL:1545",,,"101-200",,,,"194",,1
,,,"CL:1545",,,"201-400",,,,"159",,1
,,,"CL:1545",,,"401-600",,,,"141",,1
,,,"CL:1545",,,"601-1000",,,,"120",,1
,,,"CL:1545",,,"1001-2000",,,,"95",,1
,,,"CL:1545",,,"2001-3500",,,,"73",,1
,,,"CL:1545",,,"3501-5000",,,,"64",,1
,,,"CL:1545",,,"5001-10000",,,,"58",,1
,,,"CL:1545",,,"10001-18000",,,,"54",,1
"SANTA INES (RM Región Metropolitana de Santiago)",,,"CL:1546",,,"0-3",,,,"3019",,1
,,,"CL:1546",,,"3.1-6",,,,"696",,1
,,,"CL:1546",,,"6.1-10",,,,"571",,1
,,,"CL:1546",,,"10.1-20",,,,"478",,1
,,,"CL:1546",,,"21-50",,,,"322",,1
,,,"CL:1546",,,"51-100",,,,"250",,1
,,,"CL:1546",,,"101-200",,,,"194",,1
,,,"CL:1546",,,"201-400",,,,"159",,1
,,,"CL:1546",,,"401-600",,,,"141",,1
,,,"CL:1546",,,"601-1000",,,,"120",,1
,,,"CL:1546",,,"1001-2000",,,,"95",,1
,,,"CL:1546",,,"2001-3500",,,,"73",,1
,,,"CL:1546",,,"3501-5000",,,,"64",,1
,,,"CL:1546",,,"5001-10000",,,,"58",,1
,,,"CL:1546",,,"10001-18000",,,,"54",,1
"SANTA MARIA (RM Región Metropolitana de Santiago)",,,"CL:1547",,,"0-3",,,,"3019",,1
,,,"CL:1547",,,"3.1-6",,,,"696",,1
,,,"CL:1547",,,"6.1-10",,,,"571",,1
,,,"CL:1547",,,"10.1-20",,,,"478",,1
,,,"CL:1547",,,"21-50",,,,"322",,1
,,,"CL:1547",,,"51-100",,,,"250",,1
,,,"CL:1547",,,"101-200",,,,"194",,1
,,,"CL:1547",,,"201-400",,,,"159",,1
,,,"CL:1547",,,"401-600",,,,"141",,1
,,,"CL:1547",,,"601-1000",,,,"120",,1
,,,"CL:1547",,,"1001-2000",,,,"95",,1
,,,"CL:1547",,,"2001-3500",,,,"73",,1
,,,"CL:1547",,,"3501-5000",,,,"64",,1
,,,"CL:1547",,,"5001-10000",,,,"58",,1
,,,"CL:1547",,,"10001-18000",,,,"54",,1
"SANTA MARTA (RM Región Metropolitana de Santiago)",,,"CL:1548",,,"0-3",,,,"3019",,1
,,,"CL:1548",,,"3.1-6",,,,"696",,1
,,,"CL:1548",,,"6.1-10",,,,"571",,1
,,,"CL:1548",,,"10.1-20",,,,"478",,1
,,,"CL:1548",,,"21-50",,,,"322",,1
,,,"CL:1548",,,"51-100",,,,"250",,1
,,,"CL:1548",,,"101-200",,,,"194",,1
,,,"CL:1548",,,"201-400",,,,"159",,1
,,,"CL:1548",,,"401-600",,,,"141",,1
,,,"CL:1548",,,"601-1000",,,,"120",,1
,,,"CL:1548",,,"1001-2000",,,,"95",,1
,,,"CL:1548",,,"2001-3500",,,,"73",,1
,,,"CL:1548",,,"3501-5000",,,,"64",,1
,,,"CL:1548",,,"5001-10000",,,,"58",,1
,,,"CL:1548",,,"10001-18000",,,,"54",,1
"TALAGANTE (RM Región Metropolitana de Santiago)",,,"CL:1549",,,"0-3",,,,"3019",,1
,,,"CL:1549",,,"3.1-6",,,,"696",,1
,,,"CL:1549",,,"6.1-10",,,,"571",,1
,,,"CL:1549",,,"10.1-20",,,,"478",,1
,,,"CL:1549",,,"21-50",,,,"322",,1
,,,"CL:1549",,,"51-100",,,,"250",,1
,,,"CL:1549",,,"101-200",,,,"194",,1
,,,"CL:1549",,,"201-400",,,,"159",,1
,,,"CL:1549",,,"401-600",,,,"141",,1
,,,"CL:1549",,,"601-1000",,,,"120",,1
,,,"CL:1549",,,"1001-2000",,,,"95",,1
,,,"CL:1549",,,"2001-3500",,,,"73",,1
,,,"CL:1549",,,"3501-5000",,,,"64",,1
,,,"CL:1549",,,"5001-10000",,,,"58",,1
,,,"CL:1549",,,"10001-18000",,,,"54",,1
"TERMAS DE JAHUEL (RM Región Metropolitana de Santiago)",,,"CL:1550",,,"0-3",,,,"3019",,1
,,,"CL:1550",,,"3.1-6",,,,"696",,1
,,,"CL:1550",,,"6.1-10",,,,"571",,1
,,,"CL:1550",,,"10.1-20",,,,"478",,1
,,,"CL:1550",,,"21-50",,,,"322",,1
,,,"CL:1550",,,"51-100",,,,"250",,1
,,,"CL:1550",,,"101-200",,,,"194",,1
,,,"CL:1550",,,"201-400",,,,"159",,1
,,,"CL:1550",,,"401-600",,,,"141",,1
,,,"CL:1550",,,"601-1000",,,,"120",,1
,,,"CL:1550",,,"1001-2000",,,,"95",,1
,,,"CL:1550",,,"2001-3500",,,,"73",,1
,,,"CL:1550",,,"3501-5000",,,,"64",,1
,,,"CL:1550",,,"5001-10000",,,,"58",,1
,,,"CL:1550",,,"10001-18000",,,,"54",,1
"TIL TIL (RM Región Metropolitana de Santiago)",,,"CL:1551",,,"0-3",,,,"3019",,1
,,,"CL:1551",,,"3.1-6",,,,"696",,1
,,,"CL:1551",,,"6.1-10",,,,"571",,1
,,,"CL:1551",,,"10.1-20",,,,"478",,1
,,,"CL:1551",,,"21-50",,,,"322",,1
,,,"CL:1551",,,"51-100",,,,"250",,1
,,,"CL:1551",,,"101-200",,,,"194",,1
,,,"CL:1551",,,"201-400",,,,"159",,1
,,,"CL:1551",,,"401-600",,,,"141",,1
,,,"CL:1551",,,"601-1000",,,,"120",,1
,,,"CL:1551",,,"1001-2000",,,,"95",,1
,,,"CL:1551",,,"2001-3500",,,,"73",,1
,,,"CL:1551",,,"3501-5000",,,,"64",,1
,,,"CL:1551",,,"5001-10000",,,,"58",,1
,,,"CL:1551",,,"10001-18000",,,,"54",,1
"VILLA ALHUE (RM Región Metropolitana de Santiago)",,,"CL:1552",,,"0-3",,,,"3019",,1
,,,"CL:1552",,,"3.1-6",,,,"696",,1
,,,"CL:1552",,,"6.1-10",,,,"571",,1
,,,"CL:1552",,,"10.1-20",,,,"478",,1
,,,"CL:1552",,,"21-50",,,,"322",,1
,,,"CL:1552",,,"51-100",,,,"250",,1
,,,"CL:1552",,,"101-200",,,,"194",,1
,,,"CL:1552",,,"201-400",,,,"159",,1
,,,"CL:1552",,,"401-600",,,,"141",,1
,,,"CL:1552",,,"601-1000",,,,"120",,1
,,,"CL:1552",,,"1001-2000",,,,"95",,1
,,,"CL:1552",,,"2001-3500",,,,"73",,1
,,,"CL:1552",,,"3501-5000",,,,"64",,1
,,,"CL:1552",,,"5001-10000",,,,"58",,1
,,,"CL:1552",,,"10001-18000",,,,"54",,1
"ALHUE (RM Región Metropolitana de Santiago)",,,"CL:1553",,,"0-3",,,,"4109",,1
,,,"CL:1553",,,"3.1-6",,,,"966",,1
,,,"CL:1553",,,"6.1-10",,,,"773",,1
,,,"CL:1553",,,"10.1-20",,,,"654",,1
,,,"CL:1553",,,"21-50",,,,"428",,1
,,,"CL:1553",,,"51-100",,,,"334",,1
,,,"CL:1553",,,"101-200",,,,"260",,1
,,,"CL:1553",,,"201-400",,,,"202",,1
,,,"CL:1553",,,"401-600",,,,"181",,1
,,,"CL:1553",,,"601-1000",,,,"152",,1
,,,"CL:1553",,,"1001-2000",,,,"127",,1
,,,"CL:1553",,,"2001-3500",,,,"95",,1
,,,"CL:1553",,,"3501-5000",,,,"83",,1
,,,"CL:1553",,,"5001-10000",,,,"59",,1
,,,"CL:1553",,,"10001-18000",,,,"48",,1
"CHACAY (RM Región Metropolitana de Santiago)",,,"CL:1554",,,"0-3",,,,"4109",,1
,,,"CL:1554",,,"3.1-6",,,,"966",,1
,,,"CL:1554",,,"6.1-10",,,,"773",,1
,,,"CL:1554",,,"10.1-20",,,,"654",,1
,,,"CL:1554",,,"21-50",,,,"428",,1
,,,"CL:1554",,,"51-100",,,,"334",,1
,,,"CL:1554",,,"101-200",,,,"260",,1
,,,"CL:1554",,,"201-400",,,,"202",,1
,,,"CL:1554",,,"401-600",,,,"181",,1
,,,"CL:1554",,,"601-1000",,,,"152",,1
,,,"CL:1554",,,"1001-2000",,,,"127",,1
,,,"CL:1554",,,"2001-3500",,,,"95",,1
,,,"CL:1554",,,"3501-5000",,,,"83",,1
,,,"CL:1554",,,"5001-10000",,,,"59",,1
,,,"CL:1554",,,"10001-18000",,,,"48",,1
"EL MANZANILLO (RM Región Metropolitana de Santiago)",,,"CL:1555",,,"0-3",,,,"4109",,1
,,,"CL:1555",,,"3.1-6",,,,"966",,1
,,,"CL:1555",,,"6.1-10",,,,"773",,1
,,,"CL:1555",,,"10.1-20",,,,"654",,1
,,,"CL:1555",,,"21-50",,,,"428",,1
,,,"CL:1555",,,"51-100",,,,"334",,1
,,,"CL:1555",,,"101-200",,,,"260",,1
,,,"CL:1555",,,"201-400",,,,"202",,1
,,,"CL:1555",,,"401-600",,,,"181",,1
,,,"CL:1555",,,"601-1000",,,,"152",,1
,,,"CL:1555",,,"1001-2000",,,,"127",,1
,,,"CL:1555",,,"2001-3500",,,,"95",,1
,,,"CL:1555",,,"3501-5000",,,,"83",,1
,,,"CL:1555",,,"5001-10000",,,,"59",,1
,,,"CL:1555",,,"10001-18000",,,,"48",,1
"EL VOLCAN (RM Región Metropolitana de Santiago)",,,"CL:1556",,,"0-3",,,,"4109",,1
,,,"CL:1556",,,"3.1-6",,,,"966",,1
,,,"CL:1556",,,"6.1-10",,,,"773",,1
,,,"CL:1556",,,"10.1-20",,,,"654",,1
,,,"CL:1556",,,"21-50",,,,"428",,1
,,,"CL:1556",,,"51-100",,,,"334",,1
,,,"CL:1556",,,"101-200",,,,"260",,1
,,,"CL:1556",,,"201-400",,,,"202",,1
,,,"CL:1556",,,"401-600",,,,"181",,1
,,,"CL:1556",,,"601-1000",,,,"152",,1
,,,"CL:1556",,,"1001-2000",,,,"127",,1
,,,"CL:1556",,,"2001-3500",,,,"95",,1
,,,"CL:1556",,,"3501-5000",,,,"83",,1
,,,"CL:1556",,,"5001-10000",,,,"59",,1
,,,"CL:1556",,,"10001-18000",,,,"48",,1
"FARELLONES (RM Región Metropolitana de Santiago)",,,"CL:1557",,,"0-3",,,,"4109",,1
,,,"CL:1557",,,"3.1-6",,,,"966",,1
,,,"CL:1557",,,"6.1-10",,,,"773",,1
,,,"CL:1557",,,"10.1-20",,,,"654",,1
,,,"CL:1557",,,"21-50",,,,"428",,1
,,,"CL:1557",,,"51-100",,,,"334",,1
,,,"CL:1557",,,"101-200",,,,"260",,1
,,,"CL:1557",,,"201-400",,,,"202",,1
,,,"CL:1557",,,"401-600",,,,"181",,1
,,,"CL:1557",,,"601-1000",,,,"152",,1
,,,"CL:1557",,,"1001-2000",,,,"127",,1
,,,"CL:1557",,,"2001-3500",,,,"95",,1
,,,"CL:1557",,,"3501-5000",,,,"83",,1
,,,"CL:1557",,,"5001-10000",,,,"59",,1
,,,"CL:1557",,,"10001-18000",,,,"48",,1
"GUAYACAN (RM Región Metropolitana de Santiago)",,,"CL:1558",,,"0-3",,,,"4109",,1
,,,"CL:1558",,,"3.1-6",,,,"966",,1
,,,"CL:1558",,,"6.1-10",,,,"773",,1
,,,"CL:1558",,,"10.1-20",,,,"654",,1
,,,"CL:1558",,,"21-50",,,,"428",,1
,,,"CL:1558",,,"51-100",,,,"334",,1
,,,"CL:1558",,,"101-200",,,,"260",,1
,,,"CL:1558",,,"201-400",,,,"202",,1
,,,"CL:1558",,,"401-600",,,,"181",,1
,,,"CL:1558",,,"601-1000",,,,"152",,1
,,,"CL:1558",,,"1001-2000",,,,"127",,1
,,,"CL:1558",,,"2001-3500",,,,"95",,1
,,,"CL:1558",,,"3501-5000",,,,"83",,1
,,,"CL:1558",,,"5001-10000",,,,"59",,1
,,,"CL:1558",,,"10001-18000",,,,"48",,1
"JUNCAL (RM Región Metropolitana de Santiago)",,,"CL:1559",,,"0-3",,,,"4109",,1
,,,"CL:1559",,,"3.1-6",,,,"966",,1
,,,"CL:1559",,,"6.1-10",,,,"773",,1
,,,"CL:1559",,,"10.1-20",,,,"654",,1
,,,"CL:1559",,,"21-50",,,,"428",,1
,,,"CL:1559",,,"51-100",,,,"334",,1
,,,"CL:1559",,,"101-200",,,,"260",,1
,,,"CL:1559",,,"201-400",,,,"202",,1
,,,"CL:1559",,,"401-600",,,,"181",,1
,,,"CL:1559",,,"601-1000",,,,"152",,1
,,,"CL:1559",,,"1001-2000",,,,"127",,1
,,,"CL:1559",,,"2001-3500",,,,"95",,1
,,,"CL:1559",,,"3501-5000",,,,"83",,1
,,,"CL:1559",,,"5001-10000",,,,"59",,1
,,,"CL:1559",,,"10001-18000",,,,"48",,1
"LAS MELOSAS (RM Región Metropolitana de Santiago)",,,"CL:1560",,,"0-3",,,,"4109",,1
,,,"CL:1560",,,"3.1-6",,,,"966",,1
,,,"CL:1560",,,"6.1-10",,,,"773",,1
,,,"CL:1560",,,"10.1-20",,,,"654",,1
,,,"CL:1560",,,"21-50",,,,"428",,1
,,,"CL:1560",,,"51-100",,,,"334",,1
,,,"CL:1560",,,"101-200",,,,"260",,1
,,,"CL:1560",,,"201-400",,,,"202",,1
,,,"CL:1560",,,"401-600",,,,"181",,1
,,,"CL:1560",,,"601-1000",,,,"152",,1
,,,"CL:1560",,,"1001-2000",,,,"127",,1
,,,"CL:1560",,,"2001-3500",,,,"95",,1
,,,"CL:1560",,,"3501-5000",,,,"83",,1
,,,"CL:1560",,,"5001-10000",,,,"59",,1
,,,"CL:1560",,,"10001-18000",,,,"48",,1
"LO VALDES (RM Región Metropolitana de Santiago)",,,"CL:1561",,,"0-3",,,,"4109",,1
,,,"CL:1561",,,"3.1-6",,,,"966",,1
,,,"CL:1561",,,"6.1-10",,,,"773",,1
,,,"CL:1561",,,"10.1-20",,,,"654",,1
,,,"CL:1561",,,"21-50",,,,"428",,1
,,,"CL:1561",,,"51-100",,,,"334",,1
,,,"CL:1561",,,"101-200",,,,"260",,1
,,,"CL:1561",,,"201-400",,,,"202",,1
,,,"CL:1561",,,"401-600",,,,"181",,1
,,,"CL:1561",,,"601-1000",,,,"152",,1
,,,"CL:1561",,,"1001-2000",,,,"127",,1
,,,"CL:1561",,,"2001-3500",,,,"95",,1
,,,"CL:1561",,,"3501-5000",,,,"83",,1
,,,"CL:1561",,,"5001-10000",,,,"59",,1
,,,"CL:1561",,,"10001-18000",,,,"48",,1
"LONCHA (RM Región Metropolitana de Santiago)",,,"CL:1562",,,"0-3",,,,"4109",,1
,,,"CL:1562",,,"3.1-6",,,,"966",,1
,,,"CL:1562",,,"6.1-10",,,,"773",,1
,,,"CL:1562",,,"10.1-20",,,,"654",,1
,,,"CL:1562",,,"21-50",,,,"428",,1
,,,"CL:1562",,,"51-100",,,,"334",,1
,,,"CL:1562",,,"101-200",,,,"260",,1
,,,"CL:1562",,,"201-400",,,,"202",,1
,,,"CL:1562",,,"401-600",,,,"181",,1
,,,"CL:1562",,,"601-1000",,,,"152",,1
,,,"CL:1562",,,"1001-2000",,,,"127",,1
,,,"CL:1562",,,"2001-3500",,,,"95",,1
,,,"CL:1562",,,"3501-5000",,,,"83",,1
,,,"CL:1562",,,"5001-10000",,,,"59",,1
,,,"CL:1562",,,"10001-18000",,,,"48",,1
"LOS MAITENES (RM Región Metropolitana de Santiago)",,,"CL:1563",,,"0-3",,,,"4109",,1
,,,"CL:1563",,,"3.1-6",,,,"966",,1
,,,"CL:1563",,,"6.1-10",,,,"773",,1
,,,"CL:1563",,,"10.1-20",,,,"654",,1
,,,"CL:1563",,,"21-50",,,,"428",,1
,,,"CL:1563",,,"51-100",,,,"334",,1
,,,"CL:1563",,,"101-200",,,,"260",,1
,,,"CL:1563",,,"201-400",,,,"202",,1
,,,"CL:1563",,,"401-600",,,,"181",,1
,,,"CL:1563",,,"601-1000",,,,"152",,1
,,,"CL:1563",,,"1001-2000",,,,"127",,1
,,,"CL:1563",,,"2001-3500",,,,"95",,1
,,,"CL:1563",,,"3501-5000",,,,"83",,1
,,,"CL:1563",,,"5001-10000",,,,"59",,1
,,,"CL:1563",,,"10001-18000",,,,"48",,1
"LOS QUELTEHUES (RM Región Metropolitana de Santiago)",,,"CL:1564",,,"0-3",,,,"4109",,1
,,,"CL:1564",,,"3.1-6",,,,"966",,1
,,,"CL:1564",,,"6.1-10",,,,"773",,1
,,,"CL:1564",,,"10.1-20",,,,"654",,1
,,,"CL:1564",,,"21-50",,,,"428",,1
,,,"CL:1564",,,"51-100",,,,"334",,1
,,,"CL:1564",,,"101-200",,,,"260",,1
,,,"CL:1564",,,"201-400",,,,"202",,1
,,,"CL:1564",,,"401-600",,,,"181",,1
,,,"CL:1564",,,"601-1000",,,,"152",,1
,,,"CL:1564",,,"1001-2000",,,,"127",,1
,,,"CL:1564",,,"2001-3500",,,,"95",,1
,,,"CL:1564",,,"3501-5000",,,,"83",,1
,,,"CL:1564",,,"5001-10000",,,,"59",,1
,,,"CL:1564",,,"10001-18000",,,,"48",,1
"PORTILLO (RM Región Metropolitana de Santiago)",,,"CL:1565",,,"0-3",,,,"4109",,1
,,,"CL:1565",,,"3.1-6",,,,"966",,1
,,,"CL:1565",,,"6.1-10",,,,"773",,1
,,,"CL:1565",,,"10.1-20",,,,"654",,1
,,,"CL:1565",,,"21-50",,,,"428",,1
,,,"CL:1565",,,"51-100",,,,"334",,1
,,,"CL:1565",,,"101-200",,,,"260",,1
,,,"CL:1565",,,"201-400",,,,"202",,1
,,,"CL:1565",,,"401-600",,,,"181",,1
,,,"CL:1565",,,"601-1000",,,,"152",,1
,,,"CL:1565",,,"1001-2000",,,,"127",,1
,,,"CL:1565",,,"2001-3500",,,,"95",,1
,,,"CL:1565",,,"3501-5000",,,,"83",,1
