"zone","continent","country","state","postcode","class","weight","price","quantity","volume","cost","comment","active"
"JURASI (XV Región de Arica y Parinacota)",,,"CL:1669",,,"0-3",,,,"13505",,1
,,,"CL:1669",,,"3.1-6",,,,"3627",,1
,,,"CL:1669",,,"6.1-10",,,,"3306",,1
,,,"CL:1669",,,"10.1-20",,,,"3159",,1
,,,"CL:1669",,,"21-50",,,,"2862",,1
,,,"CL:1669",,,"51-100",,,,"2764",,1
,,,"CL:1669",,,"101-200",,,,"2690",,1
,,,"CL:1669",,,"201-400",,,,"2651",,1
,,,"CL:1669",,,"401-600",,,,"2625",,1
,,,"CL:1669",,,"601-1000",,,,"2590",,1
,,,"CL:1669",,,"1001-2000",,,,"2560",,1
,,,"CL:1669",,,"2001-3500",,,,"2522",,1
,,,"CL:1669",,,"3501-5000",,,,"2507",,1
,,,"CL:1669",,,"5001-10000",,,,"2478",,1
,,,"CL:1669",,,"10001-18000",,,,"2464",,1
"LAGO CHUNGARA (XV Región de Arica y Parinacota)",,,"CL:1670",,,"0-3",,,,"13505",,1
,,,"CL:1670",,,"3.1-6",,,,"3627",,1
,,,"CL:1670",,,"6.1-10",,,,"3306",,1
,,,"CL:1670",,,"10.1-20",,,,"3159",,1
,,,"CL:1670",,,"21-50",,,,"2862",,1
,,,"CL:1670",,,"51-100",,,,"2764",,1
,,,"CL:1670",,,"101-200",,,,"2690",,1
,,,"CL:1670",,,"201-400",,,,"2651",,1
,,,"CL:1670",,,"401-600",,,,"2625",,1
,,,"CL:1670",,,"601-1000",,,,"2590",,1
,,,"CL:1670",,,"1001-2000",,,,"2560",,1
,,,"CL:1670",,,"2001-3500",,,,"2522",,1
,,,"CL:1670",,,"3501-5000",,,,"2507",,1
,,,"CL:1670",,,"5001-10000",,,,"2478",,1
,,,"CL:1670",,,"10001-18000",,,,"2464",,1
"MAILLKU (XV Región de Arica y Parinacota)",,,"CL:1671",,,"0-3",,,,"13505",,1
,,,"CL:1671",,,"3.1-6",,,,"3627",,1
,,,"CL:1671",,,"6.1-10",,,,"3306",,1
,,,"CL:1671",,,"10.1-20",,,,"3159",,1
,,,"CL:1671",,,"21-50",,,,"2862",,1
,,,"CL:1671",,,"51-100",,,,"2764",,1
,,,"CL:1671",,,"101-200",,,,"2690",,1
,,,"CL:1671",,,"201-400",,,,"2651",,1
,,,"CL:1671",,,"401-600",,,,"2625",,1
,,,"CL:1671",,,"601-1000",,,,"2590",,1
,,,"CL:1671",,,"1001-2000",,,,"2560",,1
,,,"CL:1671",,,"2001-3500",,,,"2522",,1
,,,"CL:1671",,,"3501-5000",,,,"2507",,1
,,,"CL:1671",,,"5001-10000",,,,"2478",,1
,,,"CL:1671",,,"10001-18000",,,,"2464",,1
"MINIMINE (XV Región de Arica y Parinacota)",,,"CL:1672",,,"0-3",,,,"13505",,1
,,,"CL:1672",,,"3.1-6",,,,"3627",,1
,,,"CL:1672",,,"6.1-10",,,,"3306",,1
,,,"CL:1672",,,"10.1-20",,,,"3159",,1
,,,"CL:1672",,,"21-50",,,,"2862",,1
,,,"CL:1672",,,"51-100",,,,"2764",,1
,,,"CL:1672",,,"101-200",,,,"2690",,1
,,,"CL:1672",,,"201-400",,,,"2651",,1
,,,"CL:1672",,,"401-600",,,,"2625",,1
,,,"CL:1672",,,"601-1000",,,,"2590",,1
,,,"CL:1672",,,"1001-2000",,,,"2560",,1
,,,"CL:1672",,,"2001-3500",,,,"2522",,1
,,,"CL:1672",,,"3501-5000",,,,"2507",,1
,,,"CL:1672",,,"5001-10000",,,,"2478",,1
,,,"CL:1672",,,"10001-18000",,,,"2464",,1
"MINITA (XV Región de Arica y Parinacota)",,,"CL:1673",,,"0-3",,,,"13505",,1
,,,"CL:1673",,,"3.1-6",,,,"3627",,1
,,,"CL:1673",,,"6.1-10",,,,"3306",,1
,,,"CL:1673",,,"10.1-20",,,,"3159",,1
,,,"CL:1673",,,"21-50",,,,"2862",,1
,,,"CL:1673",,,"51-100",,,,"2764",,1
,,,"CL:1673",,,"101-200",,,,"2690",,1
,,,"CL:1673",,,"201-400",,,,"2651",,1
,,,"CL:1673",,,"401-600",,,,"2625",,1
,,,"CL:1673",,,"601-1000",,,,"2590",,1
,,,"CL:1673",,,"1001-2000",,,,"2560",,1
,,,"CL:1673",,,"2001-3500",,,,"2522",,1
,,,"CL:1673",,,"3501-5000",,,,"2507",,1
,,,"CL:1673",,,"5001-10000",,,,"2478",,1
,,,"CL:1673",,,"10001-18000",,,,"2464",,1
"NASAHUENTO (XV Región de Arica y Parinacota)",,,"CL:1674",,,"0-3",,,,"13505",,1
,,,"CL:1674",,,"3.1-6",,,,"3627",,1
,,,"CL:1674",,,"6.1-10",,,,"3306",,1
,,,"CL:1674",,,"10.1-20",,,,"3159",,1
,,,"CL:1674",,,"21-50",,,,"2862",,1
,,,"CL:1674",,,"51-100",,,,"2764",,1
,,,"CL:1674",,,"101-200",,,,"2690",,1
,,,"CL:1674",,,"201-400",,,,"2651",,1
,,,"CL:1674",,,"401-600",,,,"2625",,1
,,,"CL:1674",,,"601-1000",,,,"2590",,1
,,,"CL:1674",,,"1001-2000",,,,"2560",,1
,,,"CL:1674",,,"2001-3500",,,,"2522",,1
,,,"CL:1674",,,"3501-5000",,,,"2507",,1
,,,"CL:1674",,,"5001-10000",,,,"2478",,1
,,,"CL:1674",,,"10001-18000",,,,"2464",,1
"PACHAMA (XV Región de Arica y Parinacota)",,,"CL:1675",,,"0-3",,,,"13505",,1
,,,"CL:1675",,,"3.1-6",,,,"3627",,1
,,,"CL:1675",,,"6.1-10",,,,"3306",,1
,,,"CL:1675",,,"10.1-20",,,,"3159",,1
,,,"CL:1675",,,"21-50",,,,"2862",,1
,,,"CL:1675",,,"51-100",,,,"2764",,1
,,,"CL:1675",,,"101-200",,,,"2690",,1
,,,"CL:1675",,,"201-400",,,,"2651",,1
,,,"CL:1675",,,"401-600",,,,"2625",,1
,,,"CL:1675",,,"601-1000",,,,"2590",,1
,,,"CL:1675",,,"1001-2000",,,,"2560",,1
,,,"CL:1675",,,"2001-3500",,,,"2522",,1
,,,"CL:1675",,,"3501-5000",,,,"2507",,1
,,,"CL:1675",,,"5001-10000",,,,"2478",,1
,,,"CL:1675",,,"10001-18000",,,,"2464",,1
"PARINACOTA (XV Región de Arica y Parinacota)",,,"CL:1676",,,"0-3",,,,"13505",,1
,,,"CL:1676",,,"3.1-6",,,,"3627",,1
,,,"CL:1676",,,"6.1-10",,,,"3306",,1
,,,"CL:1676",,,"10.1-20",,,,"3159",,1
,,,"CL:1676",,,"21-50",,,,"2862",,1
,,,"CL:1676",,,"51-100",,,,"2764",,1
,,,"CL:1676",,,"101-200",,,,"2690",,1
,,,"CL:1676",,,"201-400",,,,"2651",,1
,,,"CL:1676",,,"401-600",,,,"2625",,1
,,,"CL:1676",,,"601-1000",,,,"2590",,1
,,,"CL:1676",,,"1001-2000",,,,"2560",,1
,,,"CL:1676",,,"2001-3500",,,,"2522",,1
,,,"CL:1676",,,"3501-5000",,,,"2507",,1
,,,"CL:1676",,,"5001-10000",,,,"2478",,1
,,,"CL:1676",,,"10001-18000",,,,"2464",,1
"PUQUISA (XV Región de Arica y Parinacota)",,,"CL:1677",,,"0-3",,,,"13505",,1
,,,"CL:1677",,,"3.1-6",,,,"3627",,1
,,,"CL:1677",,,"6.1-10",,,,"3306",,1
,,,"CL:1677",,,"10.1-20",,,,"3159",,1
,,,"CL:1677",,,"21-50",,,,"2862",,1
,,,"CL:1677",,,"51-100",,,,"2764",,1
,,,"CL:1677",,,"101-200",,,,"2690",,1
,,,"CL:1677",,,"201-400",,,,"2651",,1
,,,"CL:1677",,,"401-600",,,,"2625",,1
,,,"CL:1677",,,"601-1000",,,,"2590",,1
,,,"CL:1677",,,"1001-2000",,,,"2560",,1
,,,"CL:1677",,,"2001-3500",,,,"2522",,1
,,,"CL:1677",,,"3501-5000",,,,"2507",,1
,,,"CL:1677",,,"5001-10000",,,,"2478",,1
,,,"CL:1677",,,"10001-18000",,,,"2464",,1
"PUTRE (XV Región de Arica y Parinacota)",,,"CL:1678",,,"0-3",,,,"13505",,1
,,,"CL:1678",,,"3.1-6",,,,"3627",,1
,,,"CL:1678",,,"6.1-10",,,,"3306",,1
,,,"CL:1678",,,"10.1-20",,,,"3159",,1
,,,"CL:1678",,,"21-50",,,,"2862",,1
,,,"CL:1678",,,"51-100",,,,"2764",,1
,,,"CL:1678",,,"101-200",,,,"2690",,1
,,,"CL:1678",,,"201-400",,,,"2651",,1
,,,"CL:1678",,,"401-600",,,,"2625",,1
,,,"CL:1678",,,"601-1000",,,,"2590",,1
,,,"CL:1678",,,"1001-2000",,,,"2560",,1
,,,"CL:1678",,,"2001-3500",,,,"2522",,1
,,,"CL:1678",,,"3501-5000",,,,"2507",,1
,,,"CL:1678",,,"5001-10000",,,,"2478",,1
,,,"CL:1678",,,"10001-18000",,,,"2464",,1
"QUIPINTA (XV Región de Arica y Parinacota)",,,"CL:1679",,,"0-3",,,,"13505",,1
,,,"CL:1679",,,"3.1-6",,,,"3627",,1
,,,"CL:1679",,,"6.1-10",,,,"3306",,1
,,,"CL:1679",,,"10.1-20",,,,"3159",,1
,,,"CL:1679",,,"21-50",,,,"2862",,1
,,,"CL:1679",,,"51-100",,,,"2764",,1
,,,"CL:1679",,,"101-200",,,,"2690",,1
,,,"CL:1679",,,"201-400",,,,"2651",,1
,,,"CL:1679",,,"401-600",,,,"2625",,1
,,,"CL:1679",,,"601-1000",,,,"2590",,1
,,,"CL:1679",,,"1001-2000",,,,"2560",,1
,,,"CL:1679",,,"2001-3500",,,,"2522",,1
,,,"CL:1679",,,"3501-5000",,,,"2507",,1
,,,"CL:1679",,,"5001-10000",,,,"2478",,1
,,,"CL:1679",,,"10001-18000",,,,"2464",,1
"SOCOROMA (XV Región de Arica y Parinacota)",,,"CL:1680",,,"0-3",,,,"13505",,1
,,,"CL:1680",,,"3.1-6",,,,"3627",,1
,,,"CL:1680",,,"6.1-10",,,,"3306",,1
,,,"CL:1680",,,"10.1-20",,,,"3159",,1
,,,"CL:1680",,,"21-50",,,,"2862",,1
,,,"CL:1680",,,"51-100",,,,"2764",,1
,,,"CL:1680",,,"101-200",,,,"2690",,1
,,,"CL:1680",,,"201-400",,,,"2651",,1
,,,"CL:1680",,,"401-600",,,,"2625",,1
,,,"CL:1680",,,"601-1000",,,,"2590",,1
,,,"CL:1680",,,"1001-2000",,,,"2560",,1
,,,"CL:1680",,,"2001-3500",,,,"2522",,1
,,,"CL:1680",,,"3501-5000",,,,"2507",,1
,,,"CL:1680",,,"5001-10000",,,,"2478",,1
,,,"CL:1680",,,"10001-18000",,,,"2464",,1
"SORA (XV Región de Arica y Parinacota)",,,"CL:1681",,,"0-3",,,,"13505",,1
,,,"CL:1681",,,"3.1-6",,,,"3627",,1
,,,"CL:1681",,,"6.1-10",,,,"3306",,1
,,,"CL:1681",,,"10.1-20",,,,"3159",,1
,,,"CL:1681",,,"21-50",,,,"2862",,1
,,,"CL:1681",,,"51-100",,,,"2764",,1
,,,"CL:1681",,,"101-200",,,,"2690",,1
,,,"CL:1681",,,"201-400",,,,"2651",,1
,,,"CL:1681",,,"401-600",,,,"2625",,1
,,,"CL:1681",,,"601-1000",,,,"2590",,1
,,,"CL:1681",,,"1001-2000",,,,"2560",,1
,,,"CL:1681",,,"2001-3500",,,,"2522",,1
,,,"CL:1681",,,"3501-5000",,,,"2507",,1
,,,"CL:1681",,,"5001-10000",,,,"2478",,1
,,,"CL:1681",,,"10001-18000",,,,"2464",,1
"SUCA (XV Región de Arica y Parinacota)",,,"CL:1682",,,"0-3",,,,"13505",,1
,,,"CL:1682",,,"3.1-6",,,,"3627",,1
,,,"CL:1682",,,"6.1-10",,,,"3306",,1
,,,"CL:1682",,,"10.1-20",,,,"3159",,1
,,,"CL:1682",,,"21-50",,,,"2862",,1
,,,"CL:1682",,,"51-100",,,,"2764",,1
,,,"CL:1682",,,"101-200",,,,"2690",,1
,,,"CL:1682",,,"201-400",,,,"2651",,1
,,,"CL:1682",,,"401-600",,,,"2625",,1
,,,"CL:1682",,,"601-1000",,,,"2590",,1
,,,"CL:1682",,,"1001-2000",,,,"2560",,1
,,,"CL:1682",,,"2001-3500",,,,"2522",,1
,,,"CL:1682",,,"3501-5000",,,,"2507",,1
,,,"CL:1682",,,"5001-10000",,,,"2478",,1
,,,"CL:1682",,,"10001-18000",,,,"2464",,1
"TARUGUIRE (XV Región de Arica y Parinacota)",,,"CL:1683",,,"0-3",,,,"13505",,1
,,,"CL:1683",,,"3.1-6",,,,"3627",,1
,,,"CL:1683",,,"6.1-10",,,,"3306",,1
,,,"CL:1683",,,"10.1-20",,,,"3159",,1
,,,"CL:1683",,,"21-50",,,,"2862",,1
,,,"CL:1683",,,"51-100",,,,"2764",,1
,,,"CL:1683",,,"101-200",,,,"2690",,1
,,,"CL:1683",,,"201-400",,,,"2651",,1
,,,"CL:1683",,,"401-600",,,,"2625",,1
,,,"CL:1683",,,"601-1000",,,,"2590",,1
,,,"CL:1683",,,"1001-2000",,,,"2560",,1
,,,"CL:1683",,,"2001-3500",,,,"2522",,1
,,,"CL:1683",,,"3501-5000",,,,"2507",,1
,,,"CL:1683",,,"5001-10000",,,,"2478",,1
,,,"CL:1683",,,"10001-18000",,,,"2464",,1
"TERMAS DE CHITUNE (XV Región de Arica y Parinacota)",,,"CL:1684",,,"0-3",,,,"13505",,1
,,,"CL:1684",,,"3.1-6",,,,"3627",,1
,,,"CL:1684",,,"6.1-10",,,,"3306",,1
,,,"CL:1684",,,"10.1-20",,,,"3159",,1
,,,"CL:1684",,,"21-50",,,,"2862",,1
,,,"CL:1684",,,"51-100",,,,"2764",,1
,,,"CL:1684",,,"101-200",,,,"2690",,1
,,,"CL:1684",,,"201-400",,,,"2651",,1
,,,"CL:1684",,,"401-600",,,,"2625",,1
,,,"CL:1684",,,"601-1000",,,,"2590",,1
,,,"CL:1684",,,"1001-2000",,,,"2560",,1
,,,"CL:1684",,,"2001-3500",,,,"2522",,1
,,,"CL:1684",,,"3501-5000",,,,"2507",,1
,,,"CL:1684",,,"5001-10000",,,,"2478",,1
,,,"CL:1684",,,"10001-18000",,,,"2464",,1
"TIGNAMAR (XV Región de Arica y Parinacota)",,,"CL:1685",,,"0-3",,,,"13505",,1
,,,"CL:1685",,,"3.1-6",,,,"3627",,1
,,,"CL:1685",,,"6.1-10",,,,"3306",,1
,,,"CL:1685",,,"10.1-20",,,,"3159",,1
,,,"CL:1685",,,"21-50",,,,"2862",,1
,,,"CL:1685",,,"51-100",,,,"2764",,1
,,,"CL:1685",,,"101-200",,,,"2690",,1
,,,"CL:1685",,,"201-400",,,,"2651",,1
,,,"CL:1685",,,"401-600",,,,"2625",,1
,,,"CL:1685",,,"601-1000",,,,"2590",,1
,,,"CL:1685",,,"1001-2000",,,,"2560",,1
,,,"CL:1685",,,"2001-3500",,,,"2522",,1
,,,"CL:1685",,,"3501-5000",,,,"2507",,1
,,,"CL:1685",,,"5001-10000",,,,"2478",,1
,,,"CL:1685",,,"10001-18000",,,,"2464",,1
"TIMALCHACA (XV Región de Arica y Parinacota)",,,"CL:1686",,,"0-3",,,,"13505",,1
,,,"CL:1686",,,"3.1-6",,,,"3627",,1
,,,"CL:1686",,,"6.1-10",,,,"3306",,1
,,,"CL:1686",,,"10.1-20",,,,"3159",,1
,,,"CL:1686",,,"21-50",,,,"2862",,1
,,,"CL:1686",,,"51-100",,,,"2764",,1
,,,"CL:1686",,,"101-200",,,,"2690",,1
,,,"CL:1686",,,"201-400",,,,"2651",,1
,,,"CL:1686",,,"401-600",,,,"2625",,1
,,,"CL:1686",,,"601-1000",,,,"2590",,1
,,,"CL:1686",,,"1001-2000",,,,"2560",,1
,,,"CL:1686",,,"2001-3500",,,,"2522",,1
,,,"CL:1686",,,"3501-5000",,,,"2507",,1
,,,"CL:1686",,,"5001-10000",,,,"2478",,1
,,,"CL:1686",,,"10001-18000",,,,"2464",,1
"TIMAR (XV Región de Arica y Parinacota)",,,"CL:1687",,,"0-3",,,,"13505",,1
,,,"CL:1687",,,"3.1-6",,,,"3627",,1
,,,"CL:1687",,,"6.1-10",,,,"3306",,1
,,,"CL:1687",,,"10.1-20",,,,"3159",,1
,,,"CL:1687",,,"21-50",,,,"2862",,1
,,,"CL:1687",,,"51-100",,,,"2764",,1
,,,"CL:1687",,,"101-200",,,,"2690",,1
,,,"CL:1687",,,"201-400",,,,"2651",,1
,,,"CL:1687",,,"401-600",,,,"2625",,1
,,,"CL:1687",,,"601-1000",,,,"2590",,1
,,,"CL:1687",,,"1001-2000",,,,"2560",,1
,,,"CL:1687",,,"2001-3500",,,,"2522",,1
,,,"CL:1687",,,"3501-5000",,,,"2507",,1
,,,"CL:1687",,,"5001-10000",,,,"2478",,1
,,,"CL:1687",,,"10001-18000",,,,"2464",,1
"VILLA INDUSTRIAL (XV Región de Arica y Parinacota)",,,"CL:1688",,,"0-3",,,,"13505",,1
,,,"CL:1688",,,"3.1-6",,,,"3627",,1
,,,"CL:1688",,,"6.1-10",,,,"3306",,1
,,,"CL:1688",,,"10.1-20",,,,"3159",,1
,,,"CL:1688",,,"21-50",,,,"2862",,1
,,,"CL:1688",,,"51-100",,,,"2764",,1
,,,"CL:1688",,,"101-200",,,,"2690",,1
,,,"CL:1688",,,"201-400",,,,"2651",,1
,,,"CL:1688",,,"401-600",,,,"2625",,1
,,,"CL:1688",,,"601-1000",,,,"2590",,1
,,,"CL:1688",,,"1001-2000",,,,"2560",,1
,,,"CL:1688",,,"2001-3500",,,,"2522",,1
,,,"CL:1688",,,"3501-5000",,,,"2507",,1
,,,"CL:1688",,,"5001-10000",,,,"2478",,1
,,,"CL:1688",,,"10001-18000",,,,"2464",,1
"VISVIRI (XV Región de Arica y Parinacota)",,,"CL:1689",,,"0-3",,,,"13505",,1
,,,"CL:1689",,,"3.1-6",,,,"3627",,1
,,,"CL:1689",,,"6.1-10",,,,"3306",,1
,,,"CL:1689",,,"10.1-20",,,,"3159",,1
,,,"CL:1689",,,"21-50",,,,"2862",,1
,,,"CL:1689",,,"51-100",,,,"2764",,1
,,,"CL:1689",,,"101-200",,,,"2690",,1
,,,"CL:1689",,,"201-400",,,,"2651",,1
,,,"CL:1689",,,"401-600",,,,"2625",,1
,,,"CL:1689",,,"601-1000",,,,"2590",,1
,,,"CL:1689",,,"1001-2000",,,,"2560",,1
,,,"CL:1689",,,"2001-3500",,,,"2522",,1
,,,"CL:1689",,,"3501-5000",,,,"2507",,1
,,,"CL:1689",,,"5001-10000",,,,"2478",,1
,,,"CL:1689",,,"10001-18000",,,,"2464",,1
"IQUIQUE (I Región de Tarapacá)",,,"CL:100",,,"0-3",,,,"7452",,1
,,,"CL:100",,,"3.1-6",,,,"2404",,1
,,,"CL:100",,,"6.1-10",,,,"2365",,1
,,,"CL:100",,,"10.1-20",,,,"2341",,1
,,,"CL:100",,,"21-50",,,,"2330",,1
,,,"CL:100",,,"51-100",,,,"2325",,1
,,,"CL:100",,,"101-200",,,,"2323",,1
,,,"CL:100",,,"201-400",,,,"2322",,1
,,,"CL:100",,,"401-600",,,,"2322",,1
,,,"CL:100",,,"601-1000",,,,"2320",,1
,,,"CL:100",,,"1001-2000",,,,"2320",,1
,,,"CL:100",,,"2001-3500",,,,"2320",,1
,,,"CL:100",,,"3501-5000",,,,"2320",,1
,,,"CL:100",,,"5001-10000",,,,"2320",,1
,,,"CL:100",,,"10001-18000",,,,"2320",,1
"ALTO HOSPICIO (I Región de Tarapacá)",,,"CL:101",,,"0-3",,,,"8263",,1
,,,"CL:101",,,"3.1-6",,,,"2666",,1
,,,"CL:101",,,"6.1-10",,,,"2562",,1
,,,"CL:101",,,"10.1-20",,,,"2547",,1
,,,"CL:101",,,"21-50",,,,"2453",,1
,,,"CL:101",,,"51-100",,,,"2423",,1
,,,"CL:101",,,"101-200",,,,"2400",,1
,,,"CL:101",,,"201-400",,,,"2388",,1
,,,"CL:101",,,"401-600",,,,"2379",,1
,,,"CL:101",,,"601-1000",,,,"2369",,1
,,,"CL:101",,,"1001-2000",,,,"2361",,1
,,,"CL:101",,,"2001-3500",,,,"2350",,1
,,,"CL:101",,,"3501-5000",,,,"2346",,1
,,,"CL:101",,,"5001-10000",,,,"2338",,1
,,,"CL:101",,,"10001-18000",,,,"2333",,1
"CALETA BUENA (I Región de Tarapacá)",,,"CL:102",,,"0-3",,,,"8263",,1
,,,"CL:102",,,"3.1-6",,,,"2666",,1
,,,"CL:102",,,"6.1-10",,,,"2562",,1
,,,"CL:102",,,"10.1-20",,,,"2547",,1
,,,"CL:102",,,"21-50",,,,"2453",,1
,,,"CL:102",,,"51-100",,,,"2423",,1
,,,"CL:102",,,"101-200",,,,"2400",,1
,,,"CL:102",,,"201-400",,,,"2388",,1
,,,"CL:102",,,"401-600",,,,"2379",,1
,,,"CL:102",,,"601-1000",,,,"2369",,1
,,,"CL:102",,,"1001-2000",,,,"2361",,1
,,,"CL:102",,,"2001-3500",,,,"2350",,1
,,,"CL:102",,,"3501-5000",,,,"2346",,1
,,,"CL:102",,,"5001-10000",,,,"2338",,1
,,,"CL:102",,,"10001-18000",,,,"2333",,1
"PLAYA BLANCA (I Región de Tarapacá)",,,"CL:103",,,"0-3",,,,"8263",,1
,,,"CL:103",,,"3.1-6",,,,"2666",,1
,,,"CL:103",,,"6.1-10",,,,"2562",,1
,,,"CL:103",,,"10.1-20",,,,"2547",,1
,,,"CL:103",,,"21-50",,,,"2453",,1
,,,"CL:103",,,"51-100",,,,"2423",,1
,,,"CL:103",,,"101-200",,,,"2400",,1
,,,"CL:103",,,"201-400",,,,"2388",,1
,,,"CL:103",,,"401-600",,,,"2379",,1
,,,"CL:103",,,"601-1000",,,,"2369",,1
,,,"CL:103",,,"1001-2000",,,,"2361",,1
,,,"CL:103",,,"2001-3500",,,,"2350",,1
,,,"CL:103",,,"3501-5000",,,,"2346",,1
,,,"CL:103",,,"5001-10000",,,,"2338",,1
,,,"CL:103",,,"10001-18000",,,,"2333",,1
"POZO ALMONTE (I Región de Tarapacá)",,,"CL:104",,,"0-3",,,,"8263",,1
,,,"CL:104",,,"3.1-6",,,,"2666",,1
,,,"CL:104",,,"6.1-10",,,,"2562",,1
,,,"CL:104",,,"10.1-20",,,,"2547",,1
,,,"CL:104",,,"21-50",,,,"2453",,1
,,,"CL:104",,,"51-100",,,,"2423",,1
,,,"CL:104",,,"101-200",,,,"2400",,1
,,,"CL:104",,,"201-400",,,,"2388",,1
,,,"CL:104",,,"401-600",,,,"2379",,1
,,,"CL:104",,,"601-1000",,,,"2369",,1
,,,"CL:104",,,"1001-2000",,,,"2361",,1
,,,"CL:104",,,"2001-3500",,,,"2350",,1
,,,"CL:104",,,"3501-5000",,,,"2346",,1
,,,"CL:104",,,"5001-10000",,,,"2338",,1
,,,"CL:104",,,"10001-18000",,,,"2333",,1
"CAMINA (I Región de Tarapacá)",,,"CL:105",,,"0-3",,,,"10560",,1
,,,"CL:105",,,"3.1-6",,,,"2965",,1
,,,"CL:105",,,"6.1-10",,,,"2786",,1
,,,"CL:105",,,"10.1-20",,,,"2752",,1
,,,"CL:105",,,"21-50",,,,"2577",,1
,,,"CL:105",,,"51-100",,,,"2521",,1
,,,"CL:105",,,"101-200",,,,"2477",,1
,,,"CL:105",,,"201-400",,,,"2453",,1
,,,"CL:105",,,"401-600",,,,"2438",,1
,,,"CL:105",,,"601-1000",,,,"2419",,1
,,,"CL:105",,,"1001-2000",,,,"2401",,1
,,,"CL:105",,,"2001-3500",,,,"2379",,1
,,,"CL:105",,,"3501-5000",,,,"2372",,1
,,,"CL:105",,,"5001-10000",,,,"2356",,1
,,,"CL:105",,,"10001-18000",,,,"2346",,1
"FUERTE BAQUEDANO (I Región de Tarapacá)",,,"CL:106",,,"0-3",,,,"10560",,1
,,,"CL:106",,,"3.1-6",,,,"2965",,1
,,,"CL:106",,,"6.1-10",,,,"2786",,1
,,,"CL:106",,,"10.1-20",,,,"2752",,1
,,,"CL:106",,,"21-50",,,,"2577",,1
,,,"CL:106",,,"51-100",,,,"2521",,1
,,,"CL:106",,,"101-200",,,,"2477",,1
,,,"CL:106",,,"201-400",,,,"2453",,1
,,,"CL:106",,,"401-600",,,,"2438",,1
,,,"CL:106",,,"601-1000",,,,"2419",,1
,,,"CL:106",,,"1001-2000",,,,"2401",,1
,,,"CL:106",,,"2001-3500",,,,"2379",,1
,,,"CL:106",,,"3501-5000",,,,"2372",,1
,,,"CL:106",,,"5001-10000",,,,"2356",,1
,,,"CL:106",,,"10001-18000",,,,"2346",,1
"HUARA (I Región de Tarapacá)",,,"CL:107",,,"0-3",,,,"10560",,1
,,,"CL:107",,,"3.1-6",,,,"2965",,1
,,,"CL:107",,,"6.1-10",,,,"2786",,1
,,,"CL:107",,,"10.1-20",,,,"2752",,1
,,,"CL:107",,,"21-50",,,,"2577",,1
,,,"CL:107",,,"51-100",,,,"2521",,1
,,,"CL:107",,,"101-200",,,,"2477",,1
,,,"CL:107",,,"201-400",,,,"2453",,1
,,,"CL:107",,,"401-600",,,,"2438",,1
,,,"CL:107",,,"601-1000",,,,"2419",,1
,,,"CL:107",,,"1001-2000",,,,"2401",,1
,,,"CL:107",,,"2001-3500",,,,"2379",,1
,,,"CL:107",,,"3501-5000",,,,"2372",,1
,,,"CL:107",,,"5001-10000",,,,"2356",,1
,,,"CL:107",,,"10001-18000",,,,"2346",,1
"LA HUAICA (I Región de Tarapacá)",,,"CL:108",,,"0-3",,,,"10560",,1
,,,"CL:108",,,"3.1-6",,,,"2965",,1
,,,"CL:108",,,"6.1-10",,,,"2786",,1
,,,"CL:108",,,"10.1-20",,,,"2752",,1
,,,"CL:108",,,"21-50",,,,"2577",,1
,,,"CL:108",,,"51-100",,,,"2521",,1
,,,"CL:108",,,"101-200",,,,"2477",,1
,,,"CL:108",,,"201-400",,,,"2453",,1
,,,"CL:108",,,"401-600",,,,"2438",,1
,,,"CL:108",,,"601-1000",,,,"2419",,1
,,,"CL:108",,,"1001-2000",,,,"2401",,1
,,,"CL:108",,,"2001-3500",,,,"2379",,1
,,,"CL:108",,,"3501-5000",,,,"2372",,1
,,,"CL:108",,,"5001-10000",,,,"2356",,1
,,,"CL:108",,,"10001-18000",,,,"2346",,1
"LA TIRANA (I Región de Tarapacá)",,,"CL:109",,,"0-3",,,,"10560",,1
,,,"CL:109",,,"3.1-6",,,,"2965",,1
,,,"CL:109",,,"6.1-10",,,,"2786",,1
,,,"CL:109",,,"10.1-20",,,,"2752",,1
,,,"CL:109",,,"21-50",,,,"2577",,1
,,,"CL:109",,,"51-100",,,,"2521",,1
,,,"CL:109",,,"101-200",,,,"2477",,1
,,,"CL:109",,,"201-400",,,,"2453",,1
,,,"CL:109",,,"401-600",,,,"2438",,1
,,,"CL:109",,,"601-1000",,,,"2419",,1
,,,"CL:109",,,"1001-2000",,,,"2401",,1
,,,"CL:109",,,"2001-3500",,,,"2379",,1
,,,"CL:109",,,"3501-5000",,,,"2372",,1
,,,"CL:109",,,"5001-10000",,,,"2356",,1
,,,"CL:109",,,"10001-18000",,,,"2346",,1
"MAMIÑA (I Región de Tarapacá)",,,"CL:110",,,"0-3",,,,"10560",,1
,,,"CL:110",,,"3.1-6",,,,"2965",,1
,,,"CL:110",,,"6.1-10",,,,"2786",,1
,,,"CL:110",,,"10.1-20",,,,"2752",,1
,,,"CL:110",,,"21-50",,,,"2577",,1
,,,"CL:110",,,"51-100",,,,"2521",,1
,,,"CL:110",,,"101-200",,,,"2477",,1
,,,"CL:110",,,"201-400",,,,"2453",,1
,,,"CL:110",,,"401-600",,,,"2438",,1
,,,"CL:110",,,"601-1000",,,,"2419",,1
,,,"CL:110",,,"1001-2000",,,,"2401",,1
